รหัสทางแยก,ชื่อทางแยกและทิศทาง,Edge_ขาเข้า,วินาทีเริ่มต้น,วินาทีสิ้นสุด,ช่วงเวลา,ประเภทรถ,ปริมาณรถ(คัน/ชม.),แหล่งที่มา
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,54000,64800,เร่งด่วนเย็น,รถโดยสารขนาดใหญ่,0.23,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,54000,64800,เร่งด่วนเย็น,รถบรรทุก4ล้อ,0.31,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,54000,64800,เร่งด่วนเย็น,รถบรรทุก6ล้อ,0.08,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,54000,64800,เร่งด่วนเย็น,รถบรรทุก10ล้อขึ้นไป,0.03,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,54000,64800,เร่งด่วนเย็น,รถพ่วง_รถกึ่งพ่วง,0.03,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,25200,32400,เร่งด่วนเช้า,รถจักรยาน,0.24,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,25200,32400,เร่งด่วนเช้า,รถจักรยานยนต์,14.1,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,25200,32400,เร่งด่วนเช้า,รถตุ๊กตุ๊ก_สามล้อ,0.47,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,25200,32400,เร่งด่วนเช้า,รถยนต์นั่งส่วนบุคคล,21.15,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,25200,32400,เร่งด่วนเช้า,รถแท็กซี่,4.7,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,25200,32400,เร่งด่วนเช้า,รถตู้,1.41,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,25200,32400,เร่งด่วนเช้า,รถโดยสารขนาดเล็ก,0.94,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,25200,32400,เร่งด่วนเช้า,รถโดยสารขนาดใหญ่,1.41,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,25200,32400,เร่งด่วนเช้า,รถบรรทุก4ล้อ,1.88,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,25200,32400,เร่งด่วนเช้า,รถบรรทุก6ล้อ,0.47,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,25200,32400,เร่งด่วนเช้า,รถบรรทุก10ล้อขึ้นไป,0.14,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,25200,32400,เร่งด่วนเช้า,รถพ่วง_รถกึ่งพ่วง,0.14,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,32400,54000,นอกเวลาเร่งด่วน,รถจักรยาน,0.04,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,32400,54000,นอกเวลาเร่งด่วน,รถจักรยานยนต์,2.45,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,32400,54000,นอกเวลาเร่งด่วน,รถตุ๊กตุ๊ก_สามล้อ,0.08,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,32400,54000,นอกเวลาเร่งด่วน,รถยนต์นั่งส่วนบุคคล,3.68,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,32400,54000,นอกเวลาเร่งด่วน,รถแท็กซี่,0.82,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,32400,54000,นอกเวลาเร่งด่วน,รถตู้,0.25,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,32400,54000,นอกเวลาเร่งด่วน,รถโดยสารขนาดเล็ก,0.16,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,32400,54000,นอกเวลาเร่งด่วน,รถโดยสารขนาดใหญ่,0.25,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,32400,54000,นอกเวลาเร่งด่วน,รถบรรทุก4ล้อ,0.33,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,32400,54000,นอกเวลาเร่งด่วน,รถบรรทุก6ล้อ,0.08,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,32400,54000,นอกเวลาเร่งด่วน,รถบรรทุก10ล้อขึ้นไป,0.02,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,32400,54000,นอกเวลาเร่งด่วน,รถพ่วง_รถกึ่งพ่วง,0.02,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,54000,64800,เร่งด่วนเย็น,รถจักรยาน,0.16,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,54000,64800,เร่งด่วนเย็น,รถจักรยานยนต์,9.4,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,54000,64800,เร่งด่วนเย็น,รถตุ๊กตุ๊ก_สามล้อ,0.31,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,54000,64800,เร่งด่วนเย็น,รถยนต์นั่งส่วนบุคคล,14.1,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,54000,64800,เร่งด่วนเย็น,รถแท็กซี่,3.13,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,54000,64800,เร่งด่วนเย็น,รถตู้,0.94,ข้อมูลจาก_PDF
