รหัสทางแยก,ชื่อทางแยกและทิศทาง,Edge_ขาเข้า,วินาทีเริ่มต้น,วินาทีสิ้นสุด,ช่วงเวลา,ประเภทรถ,ปริมาณรถ(คัน/ชม.),แหล่งที่มา
PTW-01,แยกปทุมวัน ขาเข้า ถ.พระราม1,edge_rama1_in,25200,32400,เร่งด่วนเช้า,รถตุ๊กตุ๊ก_สามล้อ,43,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พระราม1,edge_rama1_in,25200,32400,เร่งด่วนเช้า,รถยนต์นั่งส่วนบุคคล,1950,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พระราม1,edge_rama1_in,25200,32400,เร่งด่วนเช้า,รถแท็กซี่,433,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พระราม1,edge_rama1_in,25200,32400,เร่งด่วนเช้า,รถตู้,130,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พระราม1,edge_rama1_in,25200,32400,เร่งด่วนเช้า,รถโดยสารขนาดเล็ก,86,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พระราม1,edge_rama1_in,25200,32400,เร่งด่วนเช้า,รถโดยสารขนาดใหญ่,130,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พระราม1,edge_rama1_in,25200,32400,เร่งด่วนเช้า,รถบรรทุก4ล้อ,173,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พระราม1,edge_rama1_in,25200,32400,เร่งด่วนเช้า,รถบรรทุก6ล้อ,43,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พระราม1,edge_rama1_in,25200,32400,เร่งด่วนเช้า,รถบรรทุก10ล้อขึ้นไป,13,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พระราม1,edge_rama1_in,25200,32400,เร่งด่วนเช้า,รถพ่วง_รถกึ่งพ่วง,13,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พระราม1,edge_rama1_in,32400,54000,นอกเวลาเร่งด่วน,รถจักรยาน,8,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พระราม1,edge_rama1_in,32400,54000,นอกเวลาเร่งด่วน,รถจักรยานยนต์,505,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พระราม1,edge_rama1_in,32400,54000,นอกเวลาเร่งด่วน,รถตุ๊กตุ๊ก_สามล้อ,17,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พระราม1,edge_rama1_in,32400,54000,นอกเวลาเร่งด่วน,รถยนต์นั่งส่วนบุคคล,758,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พระราม1,edge_rama1_in,32400,54000,นอกเวลาเร่งด่วน,รถแท็กซี่,168,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พระราม1,edge_rama1_in,32400,54000,นอกเวลาเร่งด่วน,รถตู้,50,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พระราม1,edge_rama1_in,32400,54000,นอกเวลาเร่งด่วน,รถโดยสารขนาดเล็ก,33,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พระราม1,edge_rama1_in,32400,54000,นอกเวลาเร่งด่วน,รถโดยสารขนาดใหญ่,50,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พระราม1,edge_rama1_in,32400,54000,นอกเวลาเร่งด่วน,รถบรรทุก4ล้อ,67,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พระราม1,edge_rama1_in,32400,54000,นอกเวลาเร่งด่วน,รถบรรทุก6ล้อ,17,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พระราม1,edge_rama1_in,32400,54000,นอกเวลาเร่งด่วน,รถบรรทุก10ล้อขึ้นไป,5,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พระราม1,edge_rama1_in,32400,54000,นอกเวลาเร่งด่วน,รถพ่วง_รถกึ่งพ่วง,7,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พระราม1,edge_rama1_in,54000,64800,เร่งด่วนเย็น,รถจักรยาน,16,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พระราม1,edge_rama1_in,54000,64800,เร่งด่วนเย็น,รถจักรยานยนต์,1011,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พระราม1,edge_rama1_in,54000,64800,เร่งด่วนเย็น,รถตุ๊กตุ๊ก_สามล้อ,33,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พระราม1,edge_rama1_in,54000,64800,เร่งด่วนเย็น,รถยนต์นั่งส่วนบุคคล,1517,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พระราม1,edge_rama1_in,54000,64800,เร่งด่วนเย็น,รถแท็กซี่,337,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พระราม1,edge_rama1_in,54000,64800,เร่งด่วนเย็น,รถตู้,101,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พระราม1,edge_rama1_in,54000,64800,เร่งด่วนเย็น,รถโดยสารขนาดเล็ก,67,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พระราม1,edge_rama1_in,54000,64800,เร่งด่วนเย็น,รถโดยสารขนาดใหญ่,101,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พระราม1,edge_rama1_in,54000,64800,เร่งด่วนเย็น,รถบรรทุก4ล้อ,134,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พระราม1,edge_rama1_in,54000,64800,เร่งด่วนเย็น,รถบรรทุก6ล้อ,33,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พระราม1,edge_rama1_in,54000,64800,เร่งด่วนเย็น,รถบรรทุก10ล้อขึ้นไป,10,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พระราม1,edge_rama1_in,54000,64800,เร่งด่วนเย็น,รถพ่วง_รถกึ่งพ่วง,11,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,25200,32400,เร่งด่วนเช้า,รถจักรยาน,5,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,25200,32400,เร่งด่วนเช้า,รถจักรยานยนต์,301,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,25200,32400,เร่งด่วนเช้า,รถตุ๊กตุ๊ก_สามล้อ,10,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,25200,32400,เร่งด่วนเช้า,รถยนต์นั่งส่วนบุคคล,451,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,25200,32400,เร่งด่วนเช้า,รถแท็กซี่,100,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,25200,32400,เร่งด่วนเช้า,รถตู้,30,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,25200,32400,เร่งด่วนเช้า,รถโดยสารขนาดเล็ก,20,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,25200,32400,เร่งด่วนเช้า,รถโดยสารขนาดใหญ่,30,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,25200,32400,เร่งด่วนเช้า,รถบรรทุก4ล้อ,40,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,25200,32400,เร่งด่วนเช้า,รถบรรทุก6ล้อ,10,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,25200,32400,เร่งด่วนเช้า,รถบรรทุก10ล้อขึ้นไป,3,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,25200,32400,เร่งด่วนเช้า,รถพ่วง_รถกึ่งพ่วง,4,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,32400,54000,นอกเวลาเร่งด่วน,รถจักรยาน,2,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,32400,54000,นอกเวลาเร่งด่วน,รถจักรยานยนต์,117,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,32400,54000,นอกเวลาเร่งด่วน,รถตุ๊กตุ๊ก_สามล้อ,4,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,32400,54000,นอกเวลาเร่งด่วน,รถยนต์นั่งส่วนบุคคล,175,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,32400,54000,นอกเวลาเร่งด่วน,รถแท็กซี่,39,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,32400,54000,นอกเวลาเร่งด่วน,รถตู้,11,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,32400,54000,นอกเวลาเร่งด่วน,รถโดยสารขนาดเล็ก,8,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,32400,54000,นอกเวลาเร่งด่วน,รถโดยสารขนาดใหญ่,11,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,32400,54000,นอกเวลาเร่งด่วน,รถบรรทุก4ล้อ,15,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,32400,54000,นอกเวลาเร่งด่วน,รถบรรทุก6ล้อ,4,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,32400,54000,นอกเวลาเร่งด่วน,รถบรรทุก10ล้อขึ้นไป,2,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,32400,54000,นอกเวลาเร่งด่วน,รถพ่วง_รถกึ่งพ่วง,2,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,54000,64800,เร่งด่วนเย็น,รถจักรยาน,4,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,54000,64800,เร่งด่วนเย็น,รถจักรยานยนต์,234,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,54000,64800,เร่งด่วนเย็น,รถตุ๊กตุ๊ก_สามล้อ,8,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,54000,64800,เร่งด่วนเย็น,รถยนต์นั่งส่วนบุคคล,351,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,54000,64800,เร่งด่วนเย็น,รถแท็กซี่,78,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,54000,64800,เร่งด่วนเย็น,รถตู้,23,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,54000,64800,เร่งด่วนเย็น,รถโดยสารขนาดเล็ก,15,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,54000,64800,เร่งด่วนเย็น,รถโดยสารขนาดใหญ่,23,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,54000,64800,เร่งด่วนเย็น,รถบรรทุก4ล้อ,31,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,54000,64800,เร่งด่วนเย็น,รถบรรทุก6ล้อ,8,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,54000,64800,เร่งด่วนเย็น,รถบรรทุก10ล้อขึ้นไป,3,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,54000,64800,เร่งด่วนเย็น,รถพ่วง_รถกึ่งพ่วง,3,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,25200,32400,เร่งด่วนเช้า,รถจักรยาน,24,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,25200,32400,เร่งด่วนเช้า,รถจักรยานยนต์,1410,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,25200,32400,เร่งด่วนเช้า,รถตุ๊กตุ๊ก_สามล้อ,47,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,25200,32400,เร่งด่วนเช้า,รถยนต์นั่งส่วนบุคคล,2115,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,25200,32400,เร่งด่วนเช้า,รถแท็กซี่,470,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,25200,32400,เร่งด่วนเช้า,รถตู้,141,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,25200,32400,เร่งด่วนเช้า,รถโดยสารขนาดเล็ก,94,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,25200,32400,เร่งด่วนเช้า,รถโดยสารขนาดใหญ่,141,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,25200,32400,เร่งด่วนเช้า,รถบรรทุก4ล้อ,188,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,25200,32400,เร่งด่วนเช้า,รถบรรทุก6ล้อ,47,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,25200,32400,เร่งด่วนเช้า,รถบรรทุก10ล้อขึ้นไป,14,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,25200,32400,เร่งด่วนเช้า,รถพ่วง_รถกึ่งพ่วง,14,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,32400,54000,นอกเวลาเร่งด่วน,รถจักรยาน,4,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,32400,54000,นอกเวลาเร่งด่วน,รถจักรยานยนต์,245,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,32400,54000,นอกเวลาเร่งด่วน,รถตุ๊กตุ๊ก_สามล้อ,8,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,32400,54000,นอกเวลาเร่งด่วน,รถยนต์นั่งส่วนบุคคล,368,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,32400,54000,นอกเวลาเร่งด่วน,รถแท็กซี่,82,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,32400,54000,นอกเวลาเร่งด่วน,รถตู้,25,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,32400,54000,นอกเวลาเร่งด่วน,รถโดยสารขนาดเล็ก,16,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,32400,54000,นอกเวลาเร่งด่วน,รถโดยสารขนาดใหญ่,25,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,32400,54000,นอกเวลาเร่งด่วน,รถบรรทุก4ล้อ,33,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,32400,54000,นอกเวลาเร่งด่วน,รถบรรทุก6ล้อ,8,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,32400,54000,นอกเวลาเร่งด่วน,รถบรรทุก10ล้อขึ้นไป,2,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,32400,54000,นอกเวลาเร่งด่วน,รถพ่วง_รถกึ่งพ่วง,2,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,54000,64800,เร่งด่วนเย็น,รถจักรยาน,16,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,54000,64800,เร่งด่วนเย็น,รถจักรยานยนต์,940,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,54000,64800,เร่งด่วนเย็น,รถตุ๊กตุ๊ก_สามล้อ,31,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,54000,64800,เร่งด่วนเย็น,รถยนต์นั่งส่วนบุคคล,1410,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,54000,64800,เร่งด่วนเย็น,รถแท็กซี่,313,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,54000,64800,เร่งด่วนเย็น,รถตู้,94,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,54000,64800,เร่งด่วนเย็น,รถโดยสารขนาดเล็ก,63,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,54000,64800,เร่งด่วนเย็น,รถโดยสารขนาดใหญ่,94,ข้อมูลจาก_PDF
